"Player","TOI","Shots Against","Saves","Goals Against","Expected Goals Against","SV%","GAA","HD Shots Against","HD Saves","HD Goals Against","HDSV%","MD Shots Against","MD Saves","MD Goals Against","MDSV%","LD Shots Against","LD Saves","LD Goals Against","LDSV%","Rush Shots Against","Rebound Shots Against","Avg. Shot Distance","Avg. Goal Distance"
"Sam Montembeault","43.55","23","21","2","2.56","0.913","2.76","8","8","0","1.000","6","4","2","0.667","7","7","0","1.000","1","5","40.87","29.00"
