"Player","TOI","Shots Against","Saves","Goals Against","Expected Goals Against","SV%","GAA","HD Shots Against","HD Saves","HD Goals Against","HDSV%","MD Shots Against","MD Saves","MD Goals Against","MDSV%","LD Shots Against","LD Saves","LD Goals Against","LDSV%","Rush Shots Against","Rebound Shots Against","Avg. Shot Distance","Avg. Goal Distance"
"Juuse Saros","58.9333","38","34","4","4.11","0.895","4.07","13","12","1","0.923","6","5","1","0.833","19","17","2","0.895","0","7","27.58","22.50"
