"Player","TOI","Shots Against","Saves","Goals Against","Expected Goals Against","SV%","GAA","HD Shots Against","HD Saves","HD Goals Against","HDSV%","MD Shots Against","MD Saves","MD Goals Against","MDSV%","LD Shots Against","LD Saves","LD Goals Against","LDSV%","Rush Shots Against","Rebound Shots Against","Avg. Shot Distance","Avg. Goal Distance"
"Anton Forsberg","49.9167","24","23","1","1.56","0.958","1.20","4","3","1","0.750","5","5","0","1.000","14","14","0","1.000","2","3","41.17","27.00"
