"Player","TOI","Shots Against","Saves","Goals Against","Expected Goals Against","SV%","GAA","HD Shots Against","HD Saves","HD Goals Against","HDSV%","MD Shots Against","MD Saves","MD Goals Against","MDSV%","LD Shots Against","LD Saves","LD Goals Against","LDSV%","Rush Shots Against","Rebound Shots Against","Avg. Shot Distance","Avg. Goal Distance"
"Juuse Saros","48.85","31","28","3","3.10","0.903","3.68","12","11","1","0.917","3","2","1","0.667","16","15","1","0.938","0","7","33.81","30.00"
