"Player","TOI","Shots Against","Saves","Goals Against","Expected Goals Against","SV%","GAA","HD Shots Against","HD Saves","HD Goals Against","HDSV%","MD Shots Against","MD Saves","MD Goals Against","MDSV%","LD Shots Against","LD Saves","LD Goals Against","LDSV%","Rush Shots Against","Rebound Shots Against","Avg. Shot Distance","Avg. Goal Distance"
"Karel Vejmelka","8","0","0","0","0.06","-","0.00","0","0","0","-","0","0","0","-","0","0","0","-","0","0","-","-"
